序號,縣市,業者,品項,批號,有效日期,備註
,臺中市,永昌南北雜貨有限公司,福壽炸酥油-18L,BL180526D,20270517,福壽自行揭露
,臺中市,永昌南北雜貨有限公司,福壽炸酥油-18L,BL280526D,20270527,福壽自行揭露
,臺中市,永昌南北雜貨有限公司,福壽胡麻油-3L,BL200426L,20280210,福壽自行揭露
,臺中市,永昌南北雜貨有限公司,福壽胡麻油-3L,BL210526L,20280320,福壽自行揭露
,臺中市,永昌南北雜貨有限公司,福壽香油-3L,BS210426L,20280413,福壽自行揭露
,臺中市,永昌南北雜貨有限公司,福壽香油-3L,BS220626L,20280607,福壽自行揭露
,臺中市,永昌南北雜貨有限公司,福壽辣椒油-3L,BL290426F,20280423,福壽自行揭露
,臺中市,永勝商號,花生風味精華調合油-2L,BL100426F,20280108,福壽自行揭露
,臺中市,永勝商號,花生風味精華調合油-2L,BL130426F,20280108,福壽自行揭露
,臺中市,永勝商號,福壽大豆沙拉油-600CC,C1120526A,20270511,福壽自行揭露
,臺中市,永勝商號,福壽大豆沙拉油-600CC,C1230426A,20270422,福壽自行揭露
,臺中市,永逸富有限公司,沙拉油 １８Ｌ,C2140426P,20270413,福壽自行揭露
,臺中市,永逸富有限公司,沙拉油 １８Ｌ,C2280526O,2027/05/27,福壽自行揭露
,臺中市,永逸富有限公司,沙拉油－塑桶 ３Ｌ (P*6)P*6,C1140426K,20270413,福壽自行揭露
,臺中市,永逸富有限公司,沙拉油－塑桶 ３Ｌ (P*6)P*6,C1250526K,2027/05/24,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2010626O,20270531,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2040526O,20270503,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2090626O,20270608,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2110526O,20270510,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2110626O,20270610,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2140426P,20270413,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2220426O,20270421,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2230626P,20270622,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2240426O,20270423,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2280526O,20270527,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2300626O,20270629,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-18L,C2300626P,20270629,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-3L,C1100426K,20270409,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-3L,C1140426K,20270413,福壽自行揭露
,臺中市,永逸富有限公司,福壽大豆沙拉油-3L,C1280426K,20270427,福壽自行揭露
,臺中市,永逸富有限公司,福壽炸酥油 １８Ｌ,BL260526D,2027/05/25,福壽自行揭露
,臺中市,永逸富有限公司,福壽炸酥油-18L,BL010626D,20270531,福壽自行揭露
,臺中市,永逸富有限公司,福壽炸酥油-18L,BL010726D,20270630,福壽自行揭露
,臺中市,永逸富有限公司,福壽炸酥油-18L,BL080526D,20270507,福壽自行揭露
,臺中市,永逸富有限公司,福壽炸酥油-18L,BL110626D,20270610,福壽自行揭露
,臺中市,永逸富有限公司,福壽炸酥油-18L,BL140426D,20270413,福壽自行揭露
,臺中市,永逸富有限公司,福壽炸酥油-18L,BL170426D,20270416,福壽自行揭露
,臺中市,永逸富有限公司,福壽炸酥油-18L,BL260526D,20270525,福壽自行揭露
,臺中市,永逸富有限公司,福壽炸酥油-18L,BL290426D,20270428,福壽自行揭露
,臺中市,永逸富有限公司,福壽香油-3L,BS220426L,20280419,福壽自行揭露
,臺中市,永逸富有限公司,福壽香油-3L,BS260526L,20280513,福壽自行揭露
,桃園市,永潤食品股份有限公司,福壽香油-3L,BS270426L,20280419,福壽自行揭露
,桃園市,永權商行,好味香油 ３Ｌ(P*6),BL030626L,2028/05/19,福壽自行揭露
,桃園市,永權商行,福壽大豆沙拉油-18L,C2150526O,20270514,福壽自行揭露
,桃園市,永權商行,福壽大豆沙拉油-3L,C1060526K,20270505,福壽自行揭露
,桃園市,永權商行,福壽大豆沙拉油-3L,C1070526K,20270506,福壽自行揭露
,桃園市,永權商行,福壽好味香油-3L,BL030626L,20280519,福壽自行揭露
,桃園市,永權商行,福壽香油-3L,BS160626L,20280607,福壽自行揭露
,桃園市,永權商行,福壽香油-3L,BS180526L,20280428,福壽自行揭露
,桃園市,永權商行,福壽香油-3L,BS250526L,20280513,福壽自行揭露
,桃園市,永權商行,福壽健味香油-3L,BL110626L,20280607,福壽自行揭露
,臺中市,玉美生技股份有限公司,福壽大豆沙拉油-18L,C2060526O,20270505,福壽自行揭露
,臺中市,玉美生技股份有限公司,福壽大豆沙拉油-3L,C1270426K,20270426,福壽自行揭露
,臺中市,玉美生技股份有限公司,福壽胡麻油-3L,BL040526L,20280306,福壽自行揭露
,臺中市,玉美生技股份有限公司,福壽健味香油-3L,BL070526L,20280428,福壽自行揭露
,雲林縣,甲億食品有限公司,福壽大豆沙拉油-18L,C2040526O,20270503,福壽自行揭露
,雲林縣,甲億食品有限公司,福壽大豆沙拉油-3L,C1210426K,20270420,福壽自行揭露
,雲林縣,甲億食品有限公司,福壽炸酥油-18L,BL290426D,20270428,福壽自行揭露
,雲林縣,甲億食品有限公司,福壽胡麻油-3L,BL040526L,20280306,福壽自行揭露
,雲林縣,甲億食品有限公司,福壽胡麻油-3L,BL200426L,20280210,福壽自行揭露
,雲林縣,甲億食品有限公司,福壽香油-3L,BS150526L,20280428,福壽自行揭露
,雲林縣,甲億食品有限公司,福壽健味香油-3L,BL080526L,20280428,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,沙拉油 １８Ｌ,C2150426O,2027/04/14,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,沙拉油 １８Ｌ,C2210426O,20270420,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,沙拉油 １８Ｌ,C2270526O,2027/05/26,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,花生風味精華調合油-2L,BL100426F,20280108,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,花生風味精華調合油-2L,BL130426F,20280108,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-18K,C2130426P,20270412,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-18K,C2270426P,20270426,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-18L,C2030626O,20270602,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-18L,C2040526O,20270503,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-18L,C2110526O,20270510,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-18L,C2120526O,20270511,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-18L,C2130426O,20270412,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-18L,C2140526O,20270513,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-18L,C2150426O,20270414,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-18L,C2210426O,20270420,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-18L,C2220426O,20270421,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-18L,C2220526P,20270521,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-18L,C2270526O,20270526,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-3L,C1120626K,20270611,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-3L,C1190526K,20270518,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-3L,C1220426K,20270421,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽大豆沙拉油-3L,C1280426K,20270427,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽胡麻油-3L,BL040526L,20280306,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽健味香油-3L,BL010626L,20280517,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽健味香油-3L,BL080526L,20280428,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽健味香油-3L,BL190526L,20280428,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽辣椒油-3L,BL050526F,20280423,福壽自行揭露
,新北市,禾禾園國際貿易有限公司,福壽辣椒油-3L,BL140526F,20280430,福壽自行揭露
,臺中市,禾瑞糧食有限公司,沙拉油 １８Ｌ,C2220526O,2027/05/21,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽大豆沙拉油-18L,C2030626O,20270602,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽大豆沙拉油-18L,C2090626O,20270608,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽大豆沙拉油-18L,C2190526P,20270518,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽大豆沙拉油-18L,C2220526O,20270521,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽大豆沙拉油-18L,C2220526P,20270521,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽大豆沙拉油-18L,C2290526O,20270528,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽大豆沙拉油-18L,C2290526P,20270528,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽大豆沙拉油-18L,C2300626P,20270629,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽炸酥油 １８Ｌ,BL220526D,2027/05/21,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽炸酥油-18L,BL020626D,20270601,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽炸酥油-18L,BL080626D,20270607,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽炸酥油-18L,BL150526D,20270514,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽炸酥油-18L,BL220526D,20270521,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽炸酥油-18L,BL220626D,20270621,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽炸酥油-18L,BL280526D,20270527,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽健味香油-3L,BL150626L,20280607,福壽自行揭露
,臺中市,禾瑞糧食有限公司,福壽辣椒油-3L,BL140526F,20280430,福壽自行揭露
,屏東縣,禾鼎商行,沙拉油 １８Ｌ,C2220526O,2027/05/21,福壽自行揭露
,屏東縣,禾鼎商行,福壽大豆沙拉油-18L,C2120626O,20270611,福壽自行揭露
,屏東縣,禾鼎商行,福壽大豆沙拉油-18L,C2200426O,20270419,福壽自行揭露
,屏東縣,禾鼎商行,福壽大豆沙拉油-18L,C2220526O,20270521,福壽自行揭露
,屏東縣,禾鼎商行,福壽炸酥油 １８Ｌ,BL250526D,2027/05/24,福壽自行揭露
,屏東縣,禾鼎商行,福壽炸酥油-18L,BL110626D,20270610,福壽自行揭露
,屏東縣,禾鼎商行,福壽炸酥油-18L,BL170426D,20270416,福壽自行揭露
,屏東縣,禾鼎商行,福壽炸酥油-18L,BL200426D,20270419,福壽自行揭露
,屏東縣,禾鼎商行,福壽炸酥油-18L,BL250526D,20270524,福壽自行揭露
,臺中市,禾澄食品有限公司,福壽大豆沙拉油-18L,C2240626O,20270623,福壽自行揭露
,新北市,禾曄食品有限公司,沙拉油 １８Ｌ,C2210526O,2027/05/20,福壽自行揭露
,新北市,禾曄食品有限公司,福壽大豆沙拉油-18L,C2130426P,20270412,福壽自行揭露
,新北市,禾曄食品有限公司,福壽大豆沙拉油-18L,C2210526O,20270520,福壽自行揭露
,新北市,禾曄食品有限公司,福壽大豆沙拉油-3L,C1100426K,20270409,福壽自行揭露
,嘉義市,禾豐手工坊有限公司,福壽大豆沙拉油-18L,C2040526O,20270503,福壽自行揭露
,嘉義市,禾豐手工坊有限公司,福壽大豆沙拉油-18L,C2050526O,20270504,福壽自行揭露
,臺南市,立入股份有限公司,好味香油 ２００ｇP*12,BL050626H,2028/05/21,福壽自行揭露
,臺南市,立入股份有限公司,福壽好味香油-200g,BL050626H,20280521,福壽自行揭露
,臺南市,立入股份有限公司,福壽好味香油-200g,BL170426H,20280410,福壽自行揭露
,新北市,立倉興業有限公司,沙拉油 １８Ｌ,C2220526O,2027/05/21,福壽自行揭露
,新北市,立倉興業有限公司,福壽大豆沙拉油-18L,C2010626O,20270531,福壽自行揭露
,新北市,立倉興業有限公司,福壽大豆沙拉油-18L,C2050526O,20270504,福壽自行揭露
,新北市,立倉興業有限公司,福壽大豆沙拉油-18L,C2130526O,20270512,福壽自行揭露
,新北市,立倉興業有限公司,福壽大豆沙拉油-18L,C2220526O,20270521,福壽自行揭露
,新北市,立倉興業有限公司,福壽大豆沙拉油-18L,C2290526O,20270528,福壽自行揭露
,新北市,立倉興業有限公司,福壽大豆沙拉油-3L,C1220426K,20270421,福壽自行揭露
,新北市,立倉興業有限公司,福壽好味香油-3L,BL300426L,20280419,福壽自行揭露
,新北市,立倉興業有限公司,福壽胡麻油-3L,BL040526L,20280306,福壽自行揭露
,新北市,立倉興業有限公司,福壽香油-3L,BS050526L,20280419,福壽自行揭露
,新北市,立倉興業有限公司,福壽香油-3L,BS150526L,20280428,福壽自行揭露
,新北市,立倉興業有限公司,福壽香油-3L,BS180526L,20280428,福壽自行揭露
,新北市,立倉興業有限公司,福壽健味香油-3L,BL190526L,20280428,福壽自行揭露
,新北市,立泰食品行,沙拉油 １８Ｌ,C2210526O,2027/05/20,福壽自行揭露
,新北市,立泰食品行,沙拉油 １８Ｌ,C2270526O,2027/05/26,福壽自行揭露
,新北市,立泰食品行,健味香油 ３Ｌ(P*6),BL100626L,2028/05/22,福壽自行揭露
,新北市,立泰食品行,健味香油 ３Ｌ(P*6),BL240426L,20280419,福壽自行揭露
,新北市,立泰食品行,福壽大豆沙拉油-18L,C2100426O,20270409,福壽自行揭露
,新北市,立泰食品行,福壽大豆沙拉油-18L,C2110526O,20270510,福壽自行揭露
,新北市,立泰食品行,福壽大豆沙拉油-18L,C2210526O,20270520,福壽自行揭露
,新北市,立泰食品行,福壽大豆沙拉油-18L,C2230626P,20270622,福壽自行揭露
,新北市,立泰食品行,福壽大豆沙拉油-18L,C2270526O,20270526,福壽自行揭露
,新北市,立泰食品行,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,福壽自行揭露
,新北市,立泰食品行,福壽炸酥油-18L,BL020626D,20270601,福壽自行揭露
,新北市,立泰食品行,福壽炸酥油-18L,BL070526D,20270506,福壽自行揭露
,新北市,立泰食品行,福壽炸酥油-18L,BL090426D,20270408,福壽自行揭露
,新北市,立泰食品行,福壽炸酥油-18L,BL150626D,20270614,福壽自行揭露
,新北市,立泰食品行,福壽炸酥油-18L,BL220626D,20270621,福壽自行揭露
,新北市,立泰食品行,福壽炸酥油-18L,BL240426D,20270423,福壽自行揭露
,新北市,立泰食品行,福壽炸酥油-18L,BL280526D,20270527,福壽自行揭露
,新北市,立泰食品行,福壽胡麻油-3L,BL040526L,20280306,福壽自行揭露
,新北市,立泰食品行,福壽健味香油-3L,BL070526L,20280428,福壽自行揭露
,新北市,立泰食品行,福壽健味香油-3L,BL100626L,20280522,福壽自行揭露
,新北市,立泰食品行,福壽健味香油-3L,BL240426L,20280419,福壽自行揭露
,新北市,立泰食品行,福壽辣椒油-3L,BL050526F,20280423,福壽自行揭露
,新北市,立泰食品行,福壽辣椒油-3L,BL290426F,20280423,福壽自行揭露
,臺中市,立暘事業有限公司,福壽大豆沙拉油-600CC,C1120526A,20270511,福壽自行揭露
,桃園市,立德食品股份有限公司,沙拉油 １８Ｌ,C2270526O,2027/05/26,福壽自行揭露
,桃園市,立德食品股份有限公司,香油－Ａ ３Ｌ,BS100626L,2028/06/03,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽大豆沙拉油-18L,C2010626O,20270531,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽大豆沙拉油-18L,C2060526O,20270505,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽大豆沙拉油-18L,C2110526O,20270510,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽大豆沙拉油-18L,C2110626O,20270610,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽大豆沙拉油-18L,C2130426O,20270412,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽大豆沙拉油-18L,C2130426P,20270412,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽大豆沙拉油-18L,C2190526O,20270518,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽大豆沙拉油-18L,C2270526O,20270526,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽好味香油-3L,BL190526L,20280428,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽好味香油-3L,BL300426L,20280419,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽胡麻油-3L,BL210526L,20280320,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽香油-3L,BS050526L,20280419,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽香油-3L,BS100626L,20280603,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽香油-3L,BS160626L,20280607,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽香油-3L,BS180526L,20280428,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽香油-3L,BS250526L,20280513,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽健味香油-3L,BL130426L,20280402,福壽自行揭露
,桃園市,立德食品股份有限公司,福壽健味香油-3L,BL150626L,20280607,福壽自行揭露
,雲林縣,丞億貿易,一級黃豆油,313-1150408,20270407,福壽自行揭露
,雲林縣,丞億貿易,一級黃豆油,313-1150420,20270419,福壽自行揭露
,雲林縣,丞億貿易,一級黃豆油,314-1150425,20270424,福壽自行揭露
,雲林縣,丞億貿易,一級黃豆油,314-1150617,20270616,福壽自行揭露
,雲林縣,丞億貿易,一級黃豆油,315-1150413,20270412,福壽自行揭露
,雲林縣,丞億貿易,一級黃豆油,315-1150521,20270520,福壽自行揭露
,雲林縣,丞億貿易,一級黃豆油,315-1150614,20270613,福壽自行揭露
,雲林縣,丞億貿易,一級黃豆油,316-1150609,20270608,福壽自行揭露
,臺中市,兆盈食品有限公司,福壽辣椒油-3L,BL290426F,20280423,福壽自行揭露
,臺南市,光榮發股份有限公司,沙拉油 １８Ｌ,C2280526O,2027/05/27,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽大豆沙拉油-18L,C2110626O,20270610,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽大豆沙拉油-18L,C2230426O,20270422,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽大豆沙拉油-18L,C2280526O,20270527,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽炸酥油 １８Ｌ,BL200526D,2027/05/19,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽炸酥油-18L,BL020626D,20270601,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽炸酥油-18L,BL050526D,20270504,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽炸酥油-18L,BL160426D,20270415,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽炸酥油-18L,BL170426D,20270416,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽炸酥油-18L,BL200526D,20270519,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽炸酥油-18L,BL240626D,20270623,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽炸酥油-18L,BL280426D,20270427,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽炸酥油-18L,BL280526D,20270527,福壽自行揭露
,臺南市,光榮發股份有限公司,福壽胡麻油-3L,BL200426L,20280210,福壽自行揭露
,桃園市,全台物流股份有限公司,沙拉油 １８Ｌ,C2210526O,2027/05/20,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽大豆沙拉油-18L,C2120526O,20270511,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽大豆沙拉油-18L,C2210526O,20270520,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽大豆沙拉油-18L,C2300626P,20270629,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油 １８Ｌ,BL200526D,2027/05/19,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油 １８Ｌ,BL250526D,2027/05/24,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油 １８Ｌ,BL260526D,2027/05/25,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油 １８Ｌ,BL280526D,2027/05/27,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL020626D,20270601,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL050526D,20270504,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL050626D,20270604,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL070526D,20270506,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL090426D,20270408,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL100626D,20270609,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL120626D,20270611,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL130426D,20270412,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL140526D,20270513,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL150526D,20270514,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL150626D,20270614,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL200426D,20270419,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL200526D,20270519,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL210426D,20270420,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL220426D,20270421,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL240426D,20270423,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL250526D,20270524,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL250626D,20270624,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL260526D,20270525,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL280426D,20270427,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽炸酥油-18L,BL280526D,20270527,福壽自行揭露
,桃園市,全台物流股份有限公司,福壽胡麻油-3L,BL040526L,20280306,福壽自行揭露
,新北市,全台物流股份有限公司,福壽辣椒油-3L,BL050526F,20280423,福壽自行揭露
,新北市,全台物流股份有限公司,福壽辣椒油-3L,BL140526F,20280430,福壽自行揭露
,花蓮縣,全勝行,沙拉油 １８Ｌ,C2150426O,2027/04/14,福壽自行揭露
,花蓮縣,全勝行,沙拉油 １８Ｌ,C2160426P,2027/04/15,福壽自行揭露
,花蓮縣,全勝行,福壽大豆沙拉油-18L,C2150426O,20270414,福壽自行揭露
,花蓮縣,全勝行,福壽大豆沙拉油-18L,C2160426P,20270415,福壽自行揭露
,花蓮縣,全勝行,福壽炸酥油-18L,BL160426D,20270415,福壽自行揭露
,花蓮縣,全勝行,福壽辣椒油-3L,BL150426F,20280408,福壽自行揭露
,桃園市,全廣,一級黃豆油,313-1150512,20270511,福壽自行揭露
,臺北市,全聯實業股份有限公司,不飽和大豆沙拉油-2L,C1160426A,20280410,福壽自行揭露
,臺北市,全聯實業股份有限公司,花生風味精華調合油-2L,BL100426F,20280108,福壽自行揭露
,臺北市,全聯實業股份有限公司,花生風味精華調合油-2L,BL130426F,20280108,福壽自行揭露
,臺北市,全聯實業股份有限公司,香油（全） ２００ｇP*20,BS030626H,2028/05/31,福壽自行揭露
,臺北市,全聯實業股份有限公司,香油（全） ２００ｇP*20,BS040626H,2028/05/31,福壽自行揭露
,臺北市,全聯實業股份有限公司,頂級香油 ５００ｇP*12,BL270526H,2028/05/15,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽大豆沙拉油-3L(全),C1140426K,20270413,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽大豆沙拉油-3L(全),C1240426K,20270423,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽大豆沙拉油-3L(全),C1290426K,20270428,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽大豆沙拉油-600CC,C1120526A,20270511,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽大豆沙拉油-600CC,C1230426A,20270422,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽大豆沙拉油-600CC,C1290626A,20270628,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽香油-200g,BS030626H,20280531,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽香油-200g,BS040626H,20280531,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽香油-200g,BS070526H,20280428,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽香油-200g,BS080526H,20280428,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽香油-200g,BS100626H,20280603,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽香油-200g,BS110526H,20280428,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽頂級香油-500g,BL170626H,20280607,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽頂級香油-500g,BL240426H,20280419,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽頂級香油-500g,BL260526H,20280515,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽頂級香油-500g,BL270526H,20280515,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽頂級香油-500g,BL280426H,20280419,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽頂級香油-500g,BL280526H,20280517,福壽自行揭露
,臺北市,全聯實業股份有限公司,福壽頂級香油-500g,BL290526H,20280517,福壽自行揭露
,宜蘭縣,合泰行,福壽大豆沙拉油-600CC,C1120526A,20270511,福壽自行揭露
,宜蘭縣,合泰行,福壽大豆沙拉油-600CC,C1140526A,20270513,福壽自行揭露
,宜蘭縣,合泰行,福壽大豆沙拉油-600CC,C1220426A,20270421,福壽自行揭露
,宜蘭縣,合泰行,福壽好味香油-200g,BL130526H,20280428,福壽自行揭露
,宜蘭縣,合泰行,福壽好味香油-200g,BL170426H,20280410,福壽自行揭露
,宜蘭縣,合泰行,福壽好味香油-500g,BL010626H,20280517,福壽自行揭露
,苗栗縣,合泰食品南北雜貨行,沙拉油 １８Ｌ,C2210426O,20270420,福壽自行揭露
,苗栗縣,合泰食品南北雜貨行,福壽大豆沙拉油-18L,C2060526O,20270505,福壽自行揭露
,苗栗縣,合泰食品南北雜貨行,福壽大豆沙拉油-18L,C2080526O,20270507,福壽自行揭露
,苗栗縣,合泰食品南北雜貨行,福壽大豆沙拉油-18L,C2090626O,20270608,福壽自行揭露
,苗栗縣,合泰食品南北雜貨行,福壽大豆沙拉油-18L,C2100426O,20270409,福壽自行揭露
,苗栗縣,合泰食品南北雜貨行,福壽大豆沙拉油-18L,C2130426O,20270412,福壽自行揭露
